taxonID,threatStatus,appendixCITES
382976,LC,NULL
383226,NT,NULL
395392,LC,NULL
382979,LC,NULL
383205,LC,NULL
383477,LC,NULL
382973,LC,NULL
382939,LC,NULL
383093,VU,NULL
383410,VU,NULL
383130,VU,NULL
383224,VU,NULL
383538,LC,NULL
383610,LC,NULL
383162,EN,NULL
383014,LC,NULL
383033,LC,NULL
383016,LC,NULL
383311,LC,NULL
383200,VU,NULL
383392,LC,NULL
395369,LC,NULL
383567,LC,NULL
382956,LC,NULL
382875,LC,NULL
382924,LC,NULL
383080,NT,NULL
382822,LC,NULL
383025,LC,NULL
383062,LC,NULL
382857,LC,NULL
383456,LC,NULL
383351,LC,NULL
382885,LC,NULL
383587,LC,NULL
382874,LC,NULL
395224,LC,NULL
382896,LC,NULL
383487,LC,NULL
383379,LC,NULL
383464,VU,NULL
383579,LC,NULL
383045,NT,NULL
383614,LC,NULL
383058,LC,NULL
383128,VU,NULL
383197,NT,NULL
383085,NT,NULL
383526,LC,NULL
383457,LC,NULL
395398,LC,NULL
395300,LC,NULL
382884,LC,NULL
382846,LC,NULL
383073,NT,NULL
383213,LC,NULL
383559,LC,NULL
383367,LC,NULL
383097,LC,NULL
382953,LC,NULL
382867,LC,NULL
383059,LC,NULL
382834,LC,NULL
383101,NT,NULL
382992,LC,NULL
383447,LC,NULL
382997,LC,NULL
382987,LC,NULL
395371,LC,NULL
382841,LC,NULL
395375,LC,NULL
395266,LC,NULL
383646,LC,NULL
383113,LC,NULL
395376,LC,NULL
383374,LC,NULL
383043,LC,NULL
383116,LC,NULL
383021,LC,NULL
383078,VU,NULL
383624,LC,NULL
382996,LC,NULL
382862,LC,NULL
383233,LC,NULL
383404,LC,NULL
382821,LC,NULL
395345,LC,NULL
383523,LC,NULL
395361,LC,NULL
383081,NT,NULL
383176,LC,NULL
383098,LC,NULL
383395,LC,NULL
383239,LC,NULL
382876,LC,NULL
382907,LC,NULL
383087,NT,NULL
395374,LC,NULL
395363,LC,NULL
382980,LC,NULL
383396,LC,NULL
383572,LC,NULL
383565,LC,NULL
383222,EN,NULL
383127,VU,NULL
383223,VU,NULL
383502,LC,NULL
383023,LC,NULL
383441,LC,NULL
382883,LC,NULL
395368,LC,NULL
383635,LC,NULL
383455,LC,NULL
382889,LC,NULL
383263,LC,NULL
382873,LC,NULL
383339,LC,NULL
383655,LC,NULL
383636,LC,NULL
383066,VU,NULL
382932,LC,NULL
383191,VU,NULL
383035,LC,NULL
395260,LC,NULL
383650,LC,NULL
383290,LC,NULL
383133,NT,NULL
395389,LC,NULL
395399,LC,NULL
382877,LC,NULL
382958,LC,NULL
382856,LC,NULL
383027,LC,NULL
395356,LC,NULL
383515,LC,NULL
383015,LC,NULL
383536,LC,NULL
383576,LC,NULL
382957,LC,NULL
383309,LC,NULL
383129,NT,NULL
383203,VU,NULL
395240,LC,NULL
395273,LC,NULL
383360,LC,NULL
383615,LC,NULL
382986,LC,NULL
383289,LC,NULL
383020,LC,NULL
382937,LC,NULL
382816,LC,NULL
395231,LC,NULL
383586,LC,NULL
383118,NT,NULL
382978,LC,NULL
383490,LC,NULL
383029,LC,NULL
382811,LC,NULL
383432,LC,NULL
395315,LC,NULL
383083,LC,NULL
383566,LC,NULL
383084,VU,NULL
395394,LC,NULL
383548,LC,NULL
383115,LC,NULL
382865,LC,NULL
383516,LC,NULL
382949,LC,NULL
383042,NT,NULL
382830,LC,NULL
383539,LC,NULL
383596,LC,NULL
383406,LC,NULL
383368,LC,NULL
395396,LC,NULL
383215,LC,NULL
383337,LC,NULL
383110,LC,NULL
383467,LC,NULL
383533,LC,NULL
383509,LC,NULL
383527,LC,NULL
385005,LC,NULL
383229,VU,NULL
395362,LC,NULL
383315,LC,NULL
382927,LC,NULL
382950,LC,NULL
395367,LC,NULL
382938,LC,NULL
395328,LC,NULL
383079,VU,NULL
382985,LC,NULL
383207,NT,NULL
383591,LC,NULL
382983,VU,NULL
383287,LC,NULL
395349,LC,NULL
383294,LC,NULL
383103,LC,NULL
382929,LC,NULL
382879,LC,NULL
395350,LC,NULL
383620,LC,NULL
383189,VU,NULL
382982,LC,NULL
383126,VU,NULL
395354,LC,NULL
383041,LC,NULL
395347,LC,NULL
395372,LC,NULL
383643,LC,NULL
395370,LC,NULL
383409,LC,NULL
383513,LC,NULL
383450,LC,NULL
383114,LC,NULL
382806,LC,NULL
383420,LC,NULL
383521,LC,NULL
383258,LC,NULL
383056,LC,NULL
382848,LC,NULL
395304,LC,NULL
382863,LC,NULL
382868,LC,NULL
383380,LC,NULL
382805,LC,NULL
383106,LC,NULL
383520,LC,NULL
383240,LC,NULL
395364,LC,NULL
383628,LC,NULL
383070,NT,NULL
383522,LC,NULL
382810,LC,NULL
382911,LC,NULL
383598,LC,NULL
383338,LC,NULL
383017,LC,NULL
383555,LC,NULL
382809,LC,NULL
382899,LC,NULL
382888,LC,NULL
382921,LC,NULL
383153,VU,NULL
383046,NT,NULL
383466,LC,NULL
383040,LC,NULL
383077,NT,NULL
383216,NT,NULL
382833,LC,NULL
395230,VU,NULL
383342,LC,NULL
395330,VU,NULL
383272,LC,NULL
395329,LC,NULL
382984,LC,NULL
383411,LC,NULL
383562,LC,NULL
383369,LC,NULL
383592,LC,NULL
383095,LC,NULL
383186,LC,NULL
383344,LC,NULL
383138,EN,NULL
383235,LC,NULL
383391,LC,NULL
395341,LC,NULL
383237,LC,NULL
383243,LC,NULL
383578,LC,NULL
383024,LC,NULL
383260,LC,NULL
383152,VU,NULL
383036,LC,NULL
383030,LC,NULL
382812,LC,NULL
382963,LC,NULL
383310,LC,NULL
382994,LC,NULL
383048,LC,NULL
383018,LC,NULL
383542,LC,NULL
382869,LC,NULL
383069,NT,NULL
383274,LC,NULL
383408,LC,NULL
382824,LC,NULL
383076,NT,NULL
383267,LC,NULL
383225,VU,NULL
383431,LC,NULL
383383,LC,NULL
395393,LC,NULL
382993,VU,NULL
383170,VU,NULL
383349,LC,NULL
382926,LC,NULL
382866,LC,NULL
383528,LC,NULL
383594,LC,NULL
383068,NT,NULL
382861,LC,NULL
383329,LC,NULL
383554,LC,NULL
395395,LC,NULL
383262,LC,NULL
382948,LC,NULL
383132,NT,NULL
383336,LC,NULL
383491,LC,NULL
383364,LC,NULL
383283,LC,NULL
395385,LC,NULL
395291,LC,NULL
383563,LC,NULL
383037,LC,NULL
383426,LC,NULL
382823,LC,NULL
383634,LC,NULL
395316,LC,NULL
383227,LC,NULL
383026,LC,NULL
382886,LC,NULL
383044,LC,NULL
383157,LC,NULL
383019,LC,NULL
383508,LC,NULL
382935,LC,NULL
383164,VU,NULL
383163,EN,NULL
383161,EN,NULL
383171,VU,NULL
395340,LC,NULL
383501,LC,NULL
382829,LC,NULL
382850,LC,NULL
383561,LC,NULL
382989,LC,NULL
395390,LC,NULL
382940,LC,NULL
395232,LC,NULL
383086,LC,NULL
383619,LC,NULL
383175,VU,NULL
383525,LC,NULL
395318,LC,NULL
383177,LC,NULL
383107,LC,NULL
382931,LC,NULL
382858,LC,NULL
383568,LC,NULL
383537,LC,NULL
383582,LC,NULL
383160,NT,NULL
395333,LC,NULL
383091,NT,NULL
383269,LC,NULL
382859,LC,NULL
382988,LC,NULL
383631,LC,NULL
383549,LC,NULL
400976,LC,NULL
404613,LC,NULL
404558,LC,NULL
404639,LC,NULL
404620,LC,NULL
395452,LC,NULL
400989,LC,NULL
400997,LC,NULL
400986,LC,NULL
404633,LC,NULL
404599,VU,NULL
402985,EN,NULL
395406,LC,NULL
402991,LC,NULL
404668,LC,NULL
400993,LC,NULL
400984,LC,NULL
395635,LC,NULL
395430,LC,NULL
395501,LC,NULL
401939,LC,NULL
400987,LC,NULL
404626,NT,NULL
404667,LC,NULL
402658,LC,NULL
395479,LC,NULL
395477,NT,NULL
400232,LC,NULL
395506,LC,NULL
404536,VU,NULL
395639,VU,NULL
404614,LC,NULL
404545,LC,NULL
400980,LC,NULL
395482,VU,NULL
402993,LC,NULL
402984,LC,NULL
400030,LC,NULL
404538,LC,NULL
395658,VU,NULL
400926,LC,NULL
395580,LC,NULL
395527,LC,NULL
402653,LC,NULL
395542,LC,NULL
404625,LC,NULL
400836,LC,NULL
400974,LC,NULL
395445,LC,NULL
404645,LC,NULL
402980,LC,NULL
400991,LC,NULL
400967,CR,NULL
402654,LC,NULL
404540,LC,NULL
404577,LC,NULL
395476,LC,NULL
395536,LC,NULL
404535,LC,NULL
395414,LC,NULL
395420,LC,NULL
404596,LC,NULL
404632,NT,NULL
404634,VU,NULL
404850,LC,NULL
404611,LC,NULL
400886,LC,NULL
395489,NT,NULL
404636,LC,NULL
402983,LC,NULL
395644,NT,NULL
395455,LC,NULL
400983,LC,NULL
402989,LC,NULL
400975,LC,NULL
395408,LC,NULL
395421,LC,NULL
400935,LC,NULL
404640,LC,NULL
395502,LC,NULL
404539,EN,NULL
404637,LC,NULL
395491,NT,NULL
395538,LC,NULL
395659,LC,NULL
395533,LC,NULL
400995,LC,NULL
404566,LC,NULL
395532,LC,NULL
402826,LC,NULL
404580,LC,NULL
404655,LC,NULL
400977,LC,NULL
395618,LC,NULL
395484,NT,NULL
404662,LC,NULL
395434,LC,NULL
404647,LC,NULL
395485,LC,NULL
404629,LC,NULL
395634,LC,NULL
402987,LC,NULL
395526,LC,NULL
395650,LC,NULL
400992,LC,NULL
401136,LC,NULL
395460,LC,NULL
395656,LC,NULL
395633,LC,NULL
404608,LC,NULL
395640,NT,NULL
395504,LC,NULL
395568,VU,NULL
400979,LC,NULL
404673,LC,NULL
395552,LC,NULL
402986,LC,NULL
395531,LC,NULL
404612,LC,NULL
400870,LC,NULL
404557,LC,NULL
395535,LC,NULL
400988,LC,NULL
395571,LC,NULL
395529,LC,NULL
401685,LC,NULL
395525,VU,NULL
395457,LC,NULL
395651,VU,NULL
404582,LC,NULL
404631,NT,NULL
402981,LC,NULL
400981,LC,NULL
395503,LC,NULL
402979,LC,NULL
402982,LC,NULL
404581,VU,NULL
395621,LC,NULL
404543,LC,NULL
404714,LC,NULL
395481,LC,NULL
417662,LC,NULL
419653,LC,NULL
419644,LC,NULL
405315,LC,NULL
419986,LC,NULL
419709,VU,NULL
417816,LC,NULL
419645,LC,NULL
416053,LC,NULL
421137,LC,NULL
405182,LC,NULL
416054,LC,NULL
419632,NT,NULL
419666,LC,NULL
418290,LC,NULL
419702,LC,NULL
419844,LC,NULL
419619,LC,NULL
418116,LC,NULL
418355,LC,NULL
420935,LC,NULL
416343,VU,NULL
416082,LC,NULL
417832,VU,NULL
418212,LC,NULL
419655,LC,NULL
419635,LC,NULL
416301,LC,NULL
419624,LC,NULL
417930,NT,NULL
419680,LC,NULL
417952,LC,NULL
416105,LC,NULL
417714,LC,NULL
419431,LC,NULL
416157,LC,NULL
419646,LC,NULL
419434,LC,NULL
419663,LC,NULL
419650,LC,NULL
419691,LC,NULL
418087,LC,NULL
416160,LC,NULL
419417,LC,NULL
417585,VU,NULL
419637,LC,NULL
416658,LC,NULL
421238,EN,NULL
419622,LC,NULL
418024,LC,NULL
419424,LC,NULL
419638,LC,NULL
419668,LC,NULL
419698,VU,NULL
418376,LC,NULL
419842,LC,NULL
416423,LC,NULL
417811,NT,NULL
420296,EN,NULL
416099,LC,NULL
418420,LC,NULL
417686,LC,NULL
419642,LC,NULL
418157,LC,NULL
419684,LC,NULL
417865,LC,NULL
419692,LC,NULL
419712,CR,NULL
419656,LC,NULL
418273,LC,NULL
413249,LC,NULL
419658,LC,NULL
418042,LC,NULL
418365,LC,NULL
419657,LC,NULL
421140,LC,NULL
419652,LC,NULL
419696,LC,NULL
416174,LC,NULL
419633,LC,NULL
418216,LC,NULL
416110,LC,NULL
419659,LC,NULL
418071,LC,NULL
417830,LC,NULL
419629,LC,NULL
419689,LC,NULL
419621,LC,NULL
419623,LC,NULL
417632,VU,NULL
419700,LC,NULL
419625,NT,NULL
419626,LC,NULL
417629,LC,NULL
419839,LC,NULL
417783,LC,NULL
416300,LC,NULL
419425,LC,NULL
419420,LC,NULL
420996,LC,NULL
419654,LC,NULL
419432,LC,NULL
408248,LC,NULL
417674,LC,NULL
416095,LC,NULL
418202,EN,NULL
419647,LC,NULL
417942,LC,NULL
419449,LC,NULL
405292,LC,NULL
419422,LC,NULL
416138,EN,NULL
404914,LC,NULL
419848,LC,NULL
419618,LC,NULL
427618,LC,NULL
427010,LC,NULL
429073,LC,NULL
422094,NT,NULL
428668,LC,NULL
425221,LC,NULL
429076,LC,NULL
426748,LC,NULL
428330,LC,NULL
425260,VU,NULL
425226,VU,NULL
427307,LC,NULL
427287,VU,NULL
421735,LC,NULL
429069,LC,NULL
424926,LC,NULL
429070,LC,NULL
425206,NT,NULL
428598,LC,NULL
425213,LC,NULL
428561,VU,NULL
431231,LC,NULL
423981,VU,NULL
422034,LC,NULL
428569,LC,NULL
424230,LC,NULL
427071,LC,NULL
425261,LC,NULL
429246,LC,NULL
427241,LC,NULL
426857,VU,NULL
422517,VU,NULL
428599,LC,NULL
429077,LC,NULL
428588,LC,NULL
427218,CR,NULL
432368,NT,NULL
431232,LC,NULL
429072,LC,NULL
425324,LC,NULL
428585,LC,NULL
427005,LC,NULL
425189,LC,NULL
429064,LC,NULL
427268,LC,NULL
425196,LC,NULL
432243,LC,NULL
429294,LC,NULL
426663,LC,NULL
431229,LC,NULL
421741,EN,NULL
421728,LC,NULL
429223,LC,NULL
424903,LC,NULL
428562,LC,NULL
422466,LC,NULL
427308,LC,NULL
428565,NT,NULL
425194,LC,NULL
428610,VU,NULL
425259,LC,NULL
430456,LC,NULL
422526,NT,NULL
429054,LC,NULL
427396,LC,NULL
425198,LC,NULL
422454,VU,NULL
429071,LC,NULL
425192,LC,NULL
429074,LC,NULL
427240,LC,NULL
427269,LC,NULL
429075,LC,NULL
427266,LC,NULL
424081,LC,NULL
425312,VU,NULL
426651,LC,NULL
422519,VU,NULL
432166,LC,NULL
204488,EN,NULL
380176,VU,NULL
432195,VU,NULL
432194,CR,NULL
348245,EN,NULL
430802,EN,NULL
203258,CR,NULL
422111,VU,NULL
432281,VU,NULL
204794,VU,NULL
201116,LC,NULL
201384,LC,NULL
201413,LC,NULL
201619,LC,NULL
201873,LC,NULL
203185,LC,NULL
203257,LC,NULL
203259,LC,NULL
203260,LC,NULL
203321,LC,NULL
203420,LC,NULL
203737,LC,NULL
203859,LC,NULL
204046,LC,NULL
204612,LC,NULL
204653,LC,NULL
204675,LC,NULL
204711,LC,NULL
204721,LC,NULL
204784,LC,NULL
204786,LC,NULL
205671,LC,NULL
312620,LC,NULL
314178,LC,NULL
314210,LC,NULL
314518a,LC,NULL
380572,LC,NULL
380635,LC,NULL
380636,LC,NULL
380644,LC,NULL
380646,LC,NULL
380651,LC,NULL
380656,LC,NULL
400899,LC,NULL
400999,LC,NULL
401000,LC,NULL
401478,LC,NULL
401689,LC,NULL
401693,LC,NULL
405876,LC,NULL
410031,LC,NULL
413284,LC,NULL
414554,LC,NULL
416029,LC,NULL
416046,LC,NULL
416113,LC,NULL
416114,LC,NULL
417577,LC,NULL
417591,LC,NULL
417657,LC,NULL
417687,LC,NULL
417746,LC,NULL
417757,LC,NULL
417844,LC,NULL
417900,LC,NULL
418008,LC,NULL
418023,LC,NULL
418030,LC,NULL
418053,LC,NULL
418156,LC,NULL
418171,LC,NULL
418200,LC,NULL
418255,LC,NULL
418288,LC,NULL
418292,LC,NULL
418320,LC,NULL
418324,LC,NULL
418356,LC,NULL
418361,LC,NULL
418387,LC,NULL
418391,LC,NULL
419435,LC,NULL
419447,LC,NULL
419651,LC,NULL
419697,LC,NULL
419838,LC,NULL
419847,LC,NULL
419874,LC,NULL
420145,LC,NULL
420165,LC,NULL
420166,LC,NULL
420867,LC,NULL
420939,LC,NULL
420944,LC,NULL
421043,LC,NULL
421072,LC,NULL
424581,LC,NULL
425288,LC,NULL
425350,LC,NULL
425358,LC,NULL
426892,LC,NULL
427295,LC,NULL
429310,LC,NULL
429409,LC,NULL
429689,LC,NULL
429692,LC,NULL
429764,LC,NULL
429827,LC,NULL
430163,LC,NULL
430499,LC,NULL
430500,LC,NULL
430509,LC,NULL
430637,LC,NULL
430638,LC,NULL
430641,LC,NULL
430642,NT,NULL
430643,LC,NULL
430644,LC,NULL
430649,LC,NULL
431588,LC,NULL
431875,LC,NULL
432088,LC,NULL
432168,LC,NULL
432169,LC,NULL
432170,LC,NULL
432171,LC,NULL
432172,LC,NULL
432173,LC,NULL
432174,LC,NULL
432175,LC,NULL
432178,LC,NULL
432179,LC,NULL
432180,LC,NULL
432183,NT,NULL
432185,LC,NULL
432187,LC,NULL
432189,NT,NULL
432198,LC,NULL
432199,LC,NULL
432207,LC,NULL
432208,LC,NULL
432214,LC,NULL
432256,LC,NULL
432280,LC,NULL
432290,LC,NULL
432301,LC,NULL
432356,LC,NULL
432357,LC,NULL
432362,LC,NULL
432365,NT,NULL
432366,LC,NULL
432449,LC,NULL
432454,LC,NULL
432456,LC,NULL
432516,LC,NULL
432517,LC,NULL
432522,LC,NULL
432537,LC,NULL
ITS-505191,LC,NULL
420968,LC,NULL
Fis-59470,LC,NULL
ILD-20821-16735,LC,NULL
430608,LC,NULL
Fis-31083,LC,NULL
Fis-51787,LC,NULL
Fis-4089,LC,NULL
Fis-4141,LC,NULL
Fis-4118,LC,NULL
Fis-4576,LC,NULL
Fis-4135,LC,NULL
Odo-5982,LC,NULL
420897,LC,NULL
419865,LC,NULL
420952,LC,NULL
419866,LC,NULL
420871,LC,NULL
419664,LC,NULL
432177,LC,NULL
432347,LC,NULL
420926,LC,NULL
420927,LC,NULL
420969,LC,NULL
Kew-294700,LC,NULL
Kew-295955,LC,NULL
ac2011:8344068,LC,NULL
421022,LC,NULL
Fis-8756,LC,NULL
Fis-8755,LC,NULL
Fis-8754,LC,NULL
Fis-47181,LC,NULL
421064,LC,NULL
420864,LC,NULL
421063,LC,NULL
Fis-176,LC,NULL
421012,LC,NULL
421029,LC,NULL
ITS-175036,LC,NULL
Fis-5969,LC,NULL
421116,LC,NULL
420215,LC,NULL
421115,LC,NULL
420893,LC,NULL
420894,LC,NULL
Fis-56132,LC,NULL
ac2013:13859,LC,NULL
Kew-299981,LC,NULL
421017,LC,NULL
420932,LC,NULL
432167,LC,NULL
421097,LC,NULL
421095,LC,NULL
419936,LC,NULL
421096,LC,NULL
421045,LC,NULL
Fis-61504,LC,NULL
408215,LC,NULL
430609,LC,NULL
Fis-62197,LC,NULL
Fis-145458,LC,NULL
Fis-22738,LC,NULL
Fis-10117,LC,NULL
ac2011:8347212,LC,NULL
Fis-19446,LC,NULL
421006,LC,NULL
Fis-49672,LC,NULL
380564,LC,NULL
Fis-114553,LC,NULL
426009,LC,NULL
Fis-8317,LC,NULL
Fis-50895,LC,NULL
Fis-62626,LC,NULL
Fis-62631,LC,NULL
420991,LC,NULL
421105,LC,NULL
420174,LC,NULL
421145,LC,NULL
Kew-24015,LC,NULL
421094,LC,NULL
421007,LC,NULL
424146,LC,NULL
432186,LC,NULL
421093,LC,NULL
420860,LC,NULL
420872,LC,NULL
420931,LC,NULL
421034,LC,NULL
425974,LC,NULL
Fis-8783,LC,NULL
Fis-61013,LC,NULL
420978,LC,NULL
420977,LC,NULL
Fis-150374,LC,NULL
Fis-10096,LC,NULL
Fis-22854,LC,NULL
Fis-157534,LC,NULL
Fis-131940,LC,NULL
408916,LC,NULL
Kew-228048,LC,NULL
421117,LC,NULL
421118,LC,NULL
ITS-176801,LC,NULL
420869,LC,NULL
420950,LC,NULL
419639,LC,NULL
Fis-58055,LC,NULL
Kew-36720,LC,NULL
Fis-17524,LC,NULL
425986,LC,NULL
411194,LC,NULL
427037|427035,LC,NULL
419641,LC,NULL
420995,LC,NULL
Fis-17374,LC,NULL
Fis-6931,LC,NULL
Fis-139101,LC,NULL
Fis-58068,LC,NULL
Fis-152021,LC,NULL
Fis-32531,LC,NULL
Fis-14124,LC,NULL
Fis-8730,LC,NULL
Fis-31448,LC,NULL
420982,LC,NULL
420913,LC,NULL
420946,LC,NULL
420945,LC,NULL
420895,LC,NULL
420914,LC,NULL
Fis-31402,LC,NULL
Fis-31213,LC,NULL
Fis-21989,LC,NULL
425672,LC,NULL
Fis-27257,LC,NULL
Fis-124158,LC,NULL
Fis-52151,LC,NULL
421039,LC,NULL
420980,LC,NULL
419846,LC,NULL
Fis-121729,LC,NULL
Fis-148910,LC,NULL
Fis-160227,LC,NULL
Fis-35167,LC,NULL
420920,LC,NULL
ac2013:10699,LC,NULL
ac2013:10706,LC,NULL
ac2013:10697,LC,NULL
420844,LC,NULL
420843,LC,NULL
Fis-116275,LC,NULL
421126,LC,NULL
Fis-130902,LC,NULL
315704|414350,LC,NULL
ac2013:09669,LC,NULL
315738|414352,LC,NULL
315757|414358,LC,NULL
315779|414363,LC,NULL
420911,LC,NULL
Fis-152857,LC,NULL
Fis-134669,LC,NULL
420960,LC,NULL
420959,LC,NULL
421136,LC,NULL
420884,LC,NULL
Fis-135550,LC,NULL
380582,LC,NULL
ILD-4499-3569,LC,NULL
Fis-145166,LC,NULL
Fis-25953,LC,NULL
Fis-145439,LC,NULL
425629,LC,NULL
420934,LC,NULL
420910,LC,NULL
420919,LC,NULL
Fis-113568,LC,NULL
426058,LC,NULL
420885,LC,NULL
Fis-7148,LC,NULL
Fis-50961,LC,NULL
Kew-235581,LC,NULL
Kew-235688,LC,NULL
Kew-236080,LC,NULL
Kew-236468,LC,NULL
Kew-236768,LC,NULL
Kew-237000,LC,NULL
ac2013:04084,LC,NULL
Kew-237735,LC,NULL
413094,LC,NULL
Fis-28451,LC,NULL
Fis-10322,LC,NULL
421038,LC,NULL
420846,LC,NULL
420987,LC,NULL
Fis-15820,LC,NULL
420921,LC,NULL
419856,LC,NULL
421091,LC,NULL
421092,LC,NULL
421057,LC,NULL
421056,LC,NULL
Fis-50464,LC,NULL
Fis-50463,LC,NULL
Fis-29366,LC,NULL
Fis-50455,LC,NULL
423977,LC,NULL
Fis-155190,LC,NULL
Fis-61944,LC,NULL
Fis-162275,LC,NULL
Fis-61942,LC,NULL
420998,LC,NULL
420999,LC,NULL
ITS-21405,LC,NULL
204756,LC,NULL
Fis-62040,LC,NULL
Fis-8950,LC,NULL
421130,LC,NULL
421088,LC,NULL
420230,LC,NULL
421129,LC,NULL
420929,LC,NULL
420231,LC,NULL
420930,LC,NULL
420928,LC,NULL
Fis-22756,LC,NULL
429093,LC,NULL
421081,LC,NULL
Fis-151750,LC,NULL
421167,LC,NULL
Fis-114253,LC,NULL
Fis-125754,LC,NULL
421127,LC,NULL
421128,LC,NULL
Fis-121067,LC,NULL
Fis-131713,LC,NULL
404583,LC,NULL
420907,LC,NULL
Ast-Syn-12852,LC,NULL
Fis-146573,LC,NULL
Fis-585,LC,NULL
Fis-586,LC,NULL
Fis-30013,LC,NULL
420861,LC,NULL
Kew-77889,LC,NULL
420933,LC,NULL
421018,LC,NULL
Fis-59873,LC,NULL
Fis-148891,LC,NULL
420997,LC,NULL
421110,LC,NULL
Kew-245866,LC,NULL
Kew-245932,LC,NULL
Fis-135149,LC,NULL
421032,LC,NULL
420851,LC,NULL
420947,LC,NULL
420850,LC,NULL
421061,LC,NULL
418139,LC,NULL
421062,LC,NULL
419840,LC,NULL
419448,LC,NULL
420868,LC,NULL
ITS-176882,LC,NULL
Fis-119966,LC,NULL
Fis-156781,LC,NULL
425638,LC,NULL
Fis-47469,LC,NULL
Fis-7935,LC,NULL
Fis-33143,LC,NULL
Fis-16119,LC,NULL
421019,LC,NULL
421015,LC,NULL
Fis-4501,LC,NULL
ac2011:8313361,LC,NULL
ILD-7730-1217,LC,NULL
Fis-125795,LC,NULL
Fis-32919,LC,NULL
Fis-16607,LC,NULL
Fis-35229,LC,NULL
Fis-30099,LC,NULL
380519,LC,NULL
420979,LC,NULL
421090,LC,NULL
Fis-5609,LC,NULL
421036,LC,NULL
421037,LC,NULL
ac2013:06777,LC,NULL
420134,LC,NULL
ac2011:4480069,LC,NULL
416651|416656,LC,NULL
Fis-30130,LC,NULL
Fis-10978,LC,NULL
420956,LC,NULL
419858,LC,NULL
421042,LC,NULL
420131,LC,NULL
Odo-4659,LC,NULL
Fis-32106,LC,NULL
Fis-60681,LC,NULL
ILD-3852-2744,LC,NULL
ILD-22935-19784,LC,NULL
ac2013:08955,LC,NULL
Fis-48333,LC,NULL
IOP-397,LC,NULL
424157,LC,NULL
Con-2013,LC,NULL
420971,LC,NULL
204107,LC,NULL
ac2011:4480340,LC,NULL
401688,LC,NULL
Kew-251232,LC,NULL
Fis-31129,LC,NULL
Fis-23167,LC,NULL
Fis-50028,LC,NULL
Kew-107831,LC,NULL
420875,LC,NULL
432176,LC,NULL
421051,LC,NULL
421052,LC,NULL
421053,LC,NULL
430607,LC,NULL
420891,LC,NULL
419703,LC,NULL
420840,LC,NULL
ac2014:11932995,LC,NULL
420841,LC,NULL
ac2013:13348,LC,NULL
404598,LC,NULL
380173,LC,NULL
Fis-32952,LC,NULL
Fis-59756,LC,NULL
Fis-157515,LC,NULL
Fis-22666,LC,NULL
204614,LC,NULL
424905,LC,NULL
Fis-21387,LC,NULL
417669|416173,LC,NULL
Fis-13882,LC,NULL
420873,LC,NULL
420874,LC,NULL
380472,LC,NULL
419421,LC,NULL
421113,LC,NULL
421112,LC,NULL
421111,LC,NULL
Fis-154894,LC,NULL
ITS-32256,LC,NULL
Odo-5771,LC,NULL
420981,LC,NULL
419636,LC,NULL
ITS-175095,LC,NULL
419892,LC,NULL
421703,LC,NULL
Fis-7934,LC,NULL
Fis-113542,LC,NULL
Fis-15058,LC,NULL
ITS-565302,LC,NULL
420936,LC,NULL
380027,LC,NULL
205150,LC,NULL
Fis-58490,LC,NULL
421727,LC,NULL
ILD-20551-16527,LC,NULL
420986,LC,NULL
420918,LC,NULL
420917,LC,NULL
ITS-726116,LC,NULL
Fis-58494,LC,NULL
421067,LC,NULL
421066,LC,NULL
Fis-3341,LC,NULL
Fis-150774,LC,NULL
Fis-59599,LC,NULL
Fis-135096,LC,NULL
Fis-59598,LC,NULL
Fis-62061,LC,NULL
Fis-146727,LC,NULL
Fis-27302,LC,NULL
Fis-11652,LC,NULL
314331b,LC,NULL
ac2013:10078,LC,NULL
ac2013:09603,LC,NULL
420862,LC,NULL
380392,LC,NULL
419717,LC,NULL
419634,LC,NULL
Alg-27238,LC,NULL
Fis-7260,LC,NULL
425730,LC,NULL
420852,LC,NULL
420888,LC,NULL
421132,LC,NULL
421107,LC,NULL
424080,LC,NULL
Fis-30428,LC,NULL
Fis-946,LC,NULL
416666|416663,LC,NULL
421085,LC,NULL
421084,LC,NULL
Kew-138361,LC,NULL
Fis-62695,LC,NULL
Fis-50486,LC,NULL
419708,LC,NULL
419707,LC,NULL
Fis-47757,LC,NULL
429091,LC,NULL
421054,LC,NULL
421055,LC,NULL
ac2011:8373182,LC,NULL
ac2011:8373211,LC,NULL
Fis-146778,LC,NULL
Fis-47532,LC,NULL
Fis-142189,LC,NULL
Kew-286310,LC,NULL
Fis-59768,LC,NULL
425636,LC,NULL
426015,LC,NULL
426017,LC,NULL
Fis-162377,LC,NULL
Fis-10951,LC,NULL
420992,LC,NULL
420993,LC,NULL
420906,LC,NULL
Fis-25873,LC,NULL
420924,LC,NULL
420940,LC,NULL
Fis-19686,LC,NULL
ac2013:02590,LC,NULL
ac2013:04760,LC,NULL
ITS-518732,LC,NULL
ITS-518735,LC,NULL
421031,LC,NULL
421030,LC,NULL
421003,LC,NULL
421004,LC,NULL
ac2011:8377219,LC,NULL
420915,LC,NULL
421123,LC,NULL
420185,LC,NULL
421122,LC,NULL
ac2014:10002174,LC,NULL
420984,LC,NULL
421065,LC,NULL
420964,LC,NULL
ITS-726117,LC,NULL
420847,LC,NULL
420091,LC,NULL
