taxonID,threatStatus,appendixCITES
314325,LC,NULL
314357,LC,NULL
314359,LC,NULL
314243,LC,NULL
314324,LC,NULL
313411,LC,NULL
314242,LC,NULL
315100,LC,NULL
315092,LC,NULL
315500,LC,NULL
314524,LC,NULL
314553,LC,NULL
315415,LC,NULL
315404,LC,NULL
314518,LC,NULL
315516,LC,NULL
315412,LC,NULL
315090,LC,NULL
314547,LC,NULL
315484,LC,NULL
315492,LC,NULL
315340,LC,NULL
315085,LC,NULL
315666,LC,NULL
315712,LC,NULL
315684,LC,NULL
315774,LC,NULL
315693,LC,NULL
315688,LC,NULL
315695,LC,NULL
315752,LC,NULL
315665,LC,NULL
315668,LC,NULL
315733,LC,NULL
315679,LC,NULL
315663,LC,NULL
315719,LC,NULL
315696,LC,NULL
315673,LC,NULL
315714,LC,NULL
315697,LC,NULL
315767,LC,NULL
315734,LC,NULL
315728,LC,NULL
315680,LC,NULL
315743,LC,NULL
315737,LC,NULL
315763,LC,NULL
315689,LC,NULL
315671,LC,NULL
315764,LC,NULL
315659,LC,NULL
315669,LC,NULL
315677,LC,NULL
315751,LC,NULL
315654,LC,NULL
315780,LC,NULL
315715,LC,NULL
315703,LC,NULL
315690,LC,NULL
315678,LC,NULL
315675,LC,NULL
315702,LC,NULL
315657,LC,NULL
315685,LC,NULL
315725,LC,NULL
315701,LC,NULL
315674,LC,NULL
315749,LC,NULL
315687,LC,NULL
315720,LC,NULL
315753,LC,NULL
315705,LC,NULL
315783,LC,NULL
315660,LC,NULL
315708,LC,NULL
315672,LC,NULL
315777,LC,NULL
315770,LC,NULL
315766,LC,NULL
315700,LC,NULL
315768,LC,NULL
315682,LC,NULL
315745,LC,NULL
315710,LC,NULL
315686,LC,NULL
315781,LC,NULL
315729,LC,NULL
315736,LC,NULL
315709,LC,NULL
315750,LC,NULL
315655,LC,NULL
315694,LC,NULL
315664,LC,NULL
315746,LC,NULL
315748,LC,NULL
315722,LC,NULL
315744,LC,NULL
315765,LC,NULL
315754,LC,NULL
315699,LC,NULL
315661,LC,NULL
315761,LC,NULL
315713,LC,NULL
315662,LC,NULL
315773,LC,NULL
315721,LC,NULL
315775,LC,NULL
315656,LC,NULL
315735,LC,NULL
315772,LC,NULL
315681,LC,NULL
315716,LC,NULL
315739,LC,NULL
315711,LC,NULL
315769,LC,NULL
315762,LC,NULL
315692,LC,NULL
315771,LC,NULL
315667,LC,NULL
315755,LC,NULL
315726,LC,NULL
315724,LC,NULL
315658,LC,NULL
315730,LC,NULL
315676,LC,NULL
348211,LC,NULL
348290,LC,NULL
380222,EN,NULL
348292,LC,NULL
380047,LC,NULL
380050,LC,NULL
380132,EN,NULL
348229,LC,NULL
380389,LC,NULL
380708,VU,NULL
380407,LC,NULL
380144,LC,NULL
380720,LC,NULL
348221,LC,NULL
380260,NT,NULL
380199,LC,NULL
380600,LC,NULL
348331,LC,NULL
348235,LC,NULL
380601,LC,NULL
380648,LC,NULL
380285,LC,NULL
380712,LC,NULL
348301,LC,NULL
380350,VU,NULL
380476,LC,NULL
348210,LC,NULL
380083,LC,NULL
380595,LC,NULL
380177,LC,NULL
380680,NT,NULL
348293,LC,NULL
380151,NT,NULL
380236,EN,NULL
380578,LC,NULL
380666,LC,NULL
380028,EN,NULL
380661,LC,NULL
380029,LC,NULL
380043,LC,NULL
380629,LC,NULL
348253,LC,NULL
380092,LC,NULL
380051,NT,NULL
380054,EN,NULL
380053,VU,NULL
348315,LC,NULL
380149,LC,NULL
380704,LC,NULL
380084,LC,NULL
348335,LC,NULL
380035,VU,NULL
380468,LC,NULL
380045,LC,NULL
380214,LC,NULL
348193,LC,NULL
348274,LC,NULL
380263,LC,NULL
348260,LC,NULL
380577,LC,NULL
380055,EN,NULL
348275,LC,NULL
348277,LC,NULL
349789,LC,NULL
380221,LC,NULL
347125,LC,NULL
349795,LC,NULL
380175,LC,NULL
380253,LC,NULL
380645,LC,NULL
348196,LC,NULL
380371,LC,NULL
380247,LC,NULL
380676,LC,NULL
380167,LC,NULL
380591,LC,NULL
380023,LC,NULL
348294,LC,NULL
380628,LC,NULL
380048,EN,NULL
380354,LC,NULL
348334,LC,NULL
348322,LC,NULL
380158,LC,NULL
348203,LC,NULL
380649,LC,NULL
380245,LC,NULL
348319,LC,NULL
380711,EN,NULL
380419,LC,NULL
380188,VU,NULL
380088,EN,NULL
380575,LC,NULL
380233,LC,NULL
380135,LC,NULL
380678,LC,NULL
380242,LC,NULL
380344,LC,NULL
380432,LC,NULL
380454,LC,NULL
380309,NT,NULL
380349,LC,NULL
380218,LC,NULL
380379,LC,NULL
380634,LC,NULL
380593,LC,NULL
380669,LC,NULL
348194,LC,NULL
348298,LC,NULL
380467,LC,NULL
348333,LC,NULL
380594,LC,NULL
380592,LC,NULL
348213,LC,NULL
380574,LC,NULL
380133,LC,NULL
380171,LC,NULL
380200,NT,NULL
348289,LC,NULL
348244,LC,NULL
348284,LC,NULL
380568,NT,NULL
380147,LC,NULL
380279,LC,NULL
380226,LC,NULL
348223,LC,NULL
380046,LC,NULL
380382,LC,NULL
380486,LC,NULL
380336,LC,NULL
380561,NT,NULL
380633,LC,NULL
348212,LC,NULL
349793,LC,NULL
380643,LC,NULL
348267,LC,NULL
380620,VU,NULL
380212,LC,NULL
380566,LC,NULL
348236,LC,NULL
380230,NT,NULL
348233,LC,NULL
348286,LC,NULL
380424,LC,NULL
380685,LC,NULL
348291,LC,NULL
380480,LC,NULL
380056,LC,NULL
380281,LC,NULL
348306,LC,NULL
380259,EN,NULL
380586,LC,NULL
380025,LC,NULL
348327,LC,NULL
380563,LC,NULL
348262,LC,NULL
380298,LC,NULL
380597,LC,NULL
348325,LC,NULL
380078,NT,NULL
380227,LC,NULL
348281,LC,NULL
380049,EN,NULL
348269,LC,NULL
348191,LC,NULL
380217,LC,NULL
380085,LC,NULL
380252,LC,NULL
380602,LC,NULL
380580,LC,NULL
380319,LC,NULL
380026,LC,NULL
348258,LC,NULL
380598,LC,NULL
348300,LC,NULL
380150,LC,NULL
380143,LC,NULL
348247,LC,NULL
380746,LC,NULL
380079,LC,NULL
380122,LC,NULL
380288,NT,NULL
380603,LC,NULL
380251,LC,NULL
380163,LC,NULL
380021,LC,NULL
380087,LC,NULL
380070,LC,NULL
380357,LC,NULL
380479,LC,NULL
380057,LC,NULL
348259,LC,NULL
380351,LC,NULL
380596,LC,NULL
380032,LC,NULL
380074,CR,NULL
380072,VU,NULL
380654,LC,NULL
380225,LC,NULL
380610,EN,NULL
380442,LC,NULL
380275,LC,NULL
348307,LC,NULL
380216,NT,NULL
348268,LC,NULL
380401,LC,NULL
380240,LC,NULL
348251,LC,NULL
380044,LC,NULL
380219,NT,NULL
380647,LC,NULL
380403,LC,NULL
380090,LC,NULL
380229,LC,NULL
380130,LC,NULL
348263,LC,NULL
380192,LC,NULL
348255,LC,NULL
380215,NT,NULL
348309,LC,NULL
380052,NT,NULL
380076,LC,NULL
348323,LC,NULL
380305,LC,NULL
348199,LC,NULL
380075,VU,NULL
380576,NT,NULL
380405,LC,NULL
380675,LC,NULL
380063,VU,NULL
348257,LC,NULL
380246,LC,NULL
380406,LC,NULL
380388,LC,NULL
380091,LC,NULL
348328,LC,NULL
380128,VU,NULL
380478,LC,NULL
380204,LC,NULL
380134,LC,NULL
348324,LC,NULL
349792,NT,NULL
380237,LC,NULL
348285,LC,NULL
348248,LC,NULL
348240,VU,NULL
348207,LC,NULL
348312,LC,NULL
380162,LC,NULL
380679,LC,NULL
380440,VU,NULL
380220,LC,NULL
381551,LC,NULL
381286,LC,NULL
381288,LC,NULL
381451,LC,NULL
381590,LC,NULL
381720,LC,NULL
381147,LC,NULL
381614,LC,NULL
381037,LC,NULL
381508,LC,NULL
381603,LC,NULL
381143,LC,NULL
381414,LC,NULL
380909,LC,NULL
381201,LC,NULL
381758,LC,NULL
380932,LC,NULL
381111,LC,NULL
380786,LC,NULL
381583,LC,NULL
381585,LC,NULL
381405,LC,NULL
381442,LC,NULL
381280,LC,NULL
380959,LC,NULL
381589,LC,NULL
381309,LC,NULL
381607,LC,NULL
381395,LC,NULL
381764,LC,NULL
381550,LC,NULL
381513,LC,NULL
380987,LC,NULL
381431,LC,NULL
381658,LC,NULL
381745,LC,NULL
381608,LC,NULL
381676,LC,NULL
380994,LC,NULL
381281,LC,NULL
381509,LC,NULL
381268,LC,NULL
381411,LC,NULL
381128,LC,NULL
381233,LC,NULL
381632,LC,NULL
381391,LC,NULL
380952,LC,NULL
381397,LC,NULL
380828,LC,NULL
381545,LC,NULL
380933,LC,NULL
381026,LC,NULL
381685,LC,NULL
381631,LC,NULL
380965,LC,NULL
381217,LC,NULL
380915,LC,NULL
381123,LC,NULL
381587,LC,NULL
381517,LC,NULL
381681,LC,NULL
381263,LC,NULL
380822,LC,NULL
380947,LC,NULL
381452,LC,NULL
381003,NT,NULL
380928,LC,NULL
381408,LC,NULL
381439,LC,NULL
381212,LC,NULL
381606,LC,NULL
381440,LC,NULL
380951,LC,NULL
381226,LC,NULL
381751,LC,NULL
381719,LC,NULL
381401,LC,NULL
381661,LC,NULL
380882,LC,NULL
381224,LC,NULL
381748,LC,NULL
381515,LC,NULL
381599,LC,NULL
381518,LC,NULL
380857,LC,NULL
381592,LC,NULL
380893,LC,NULL
381522,LC,NULL
381073,LC,NULL
380865,LC,NULL
381714,LC,NULL
381277,LC,NULL
381234,LC,NULL
381015,LC,NULL
381162,LC,NULL
381755,LC,NULL
381574,LC,NULL
381133,LC,NULL
381597,LC,NULL
381225,LC,NULL
381534,LC,NULL
380956,LC,NULL
381768,LC,NULL
381210,LC,NULL
380962,LC,NULL
381454,LC,NULL
381447,LC,NULL
381429,LC,NULL
381591,LC,NULL
381403,LC,NULL
381396,LC,NULL
380819,LC,NULL
381772,LC,NULL
380854,LC,NULL
380919,LC,NULL
381519,LC,NULL
380953,LC,NULL
381593,LC,NULL
381531,LC,NULL
381012,LC,NULL
381406,LC,NULL
381127,LC,NULL
381413,LC,NULL
381310,LC,NULL
380924,LC,NULL
381560,LC,NULL
381684,LC,NULL
381611,LC,NULL
381752,LC,NULL
381006,LC,NULL
381724,LC,NULL
381209,LC,NULL
381421,LC,NULL
381671,LC,NULL
381626,LC,NULL
380852,LC,NULL
381290,LC,NULL
381663,LC,NULL
381284,LC,NULL
381101,LC,NULL
380941,LC,NULL
381266,LC,NULL
381640,LC,NULL
381262,LC,NULL
381529,LC,NULL
381113,LC,NULL
381091,LC,NULL
381779,LC,NULL
381398,LC,NULL
381598,NT,NULL
381581,LC,NULL
381424,LC,NULL
381600,LC,NULL
381410,LC,NULL
381770,LC,NULL
381115,LC,NULL
381363,LC,NULL
381729,LC,NULL
380851,LC,NULL
381740,LC,NULL
381034,LC,NULL
381636,LC,NULL
381181,LC,NULL
381149,LC,NULL
381674,LC,NULL
381571,LC,NULL
380927,LC,NULL
380939,LC,NULL
381580,LC,NULL
380982,LC,NULL
381441,LC,NULL
381270,LC,NULL
381292,LC,NULL
380925,LC,NULL
381773,LC,NULL
380993,VU,NULL
381425,LC,NULL
380917,LC,NULL
380922,LC,NULL
381554,LC,NULL
381420,LC,NULL
381596,LC,NULL
381291,LC,NULL
380936,LC,NULL
381434,LC,NULL
380916,LC,NULL
381557,LC,NULL
380988,LC,NULL
381187,LC,NULL
381173,LC,NULL
381409,LC,NULL
380935,LC,NULL
381588,LC,NULL
381417,LC,NULL
381617,LC,NULL
381577,LC,NULL
381629,LC,NULL
381536,LC,NULL
381445,LC,NULL
381033,LC,NULL
381124,LC,NULL
381109,LC,NULL
381572,LC,NULL
381308,LC,NULL
380985,LC,NULL
381549,LC,NULL
380880,LC,NULL
381426,LC,NULL
380948,LC,NULL
381650,LC,NULL
380908,LC,NULL
381430,LC,NULL
381634,LC,NULL
380911,LC,NULL
381633,LC,NULL
380912,LC,NULL
381438,LC,NULL
381760,LC,NULL
381289,LC,NULL
381609,LC,NULL
381578,LC,NULL
381282,LC,NULL
381544,LC,NULL
381456,LC,NULL
381635,LC,NULL
380986,LC,NULL
381630,LC,NULL
381427,LC,NULL
381543,LC,NULL
381662,LC,NULL
381295,LC,NULL
381527,LC,NULL
381514,LC,NULL
381506,LC,NULL
380843,LC,NULL
381294,LC,NULL
381526,LC,NULL
381179,LC,NULL
381094,LC,NULL
381605,LC,NULL
381132,LC,NULL
380921,LC,NULL
381122,LC,NULL
381637,LC,NULL
380938,LC,NULL
380949,LC,NULL
381207,LC,NULL
381267,LC,NULL
380910,LC,NULL
381553,LC,NULL
380855,LC,NULL
381278,LC,NULL
381264,LC,NULL
381214,LC,NULL
381648,LC,NULL
381260,LC,NULL
380859,LC,NULL
381100,LC,NULL
380787,LC,NULL
381757,LC,NULL
380955,LC,NULL
381516,LC,NULL
381261,LC,NULL
381021,LC,NULL
380979,LC,NULL
381672,LC,NULL
381654,LC,NULL
381756,LC,NULL
381686,LC,NULL
380844,LC,NULL
381541,LC,NULL
381530,LC,NULL
380847,LC,NULL
381743,LC,NULL
381693,LC,NULL
381422,LC,NULL
381415,LC,NULL
381192,LC,NULL
381412,LC,NULL
381110,LC,NULL
380992,VU,NULL
381134,LC,NULL
381274,LC,NULL
381713,LC,NULL
381622,LC,NULL
381265,LC,NULL
380972,LC,NULL
381199,LC,NULL
381582,LC,NULL
381276,LC,NULL
381460,LC,NULL
381521,LC,NULL
381095,LC,NULL
381306,LC,NULL
381638,LC,NULL
381570,LC,NULL
381105,LC,NULL
381029,EN,NULL
381523,LC,NULL
381728,LC,NULL
380995,LC,NULL
381213,LC,NULL
381271,LC,NULL
380818,LC,NULL
381679,LC,NULL
381765,LC,NULL
380950,LC,NULL
381116,LC,NULL
381275,LC,NULL
381273,LC,NULL
381647,LC,NULL
381710,LC,NULL
381432,LC,NULL
381215,LC,NULL
381682,LC,NULL
381191,LC,NULL
380842,LC,NULL
381279,LC,NULL
381360,LC,NULL
381694,LC,NULL
381114,LC,NULL
381444,LC,NULL
381656,LC,NULL
381754,LC,NULL
381746,LC,NULL
381537,LC,NULL
381182,LC,NULL
381657,LC,NULL
381618,LC,NULL
381161,LC,NULL
380781,LC,NULL
380968,LC,NULL
381610,LC,NULL
381428,LC,NULL
380845,LC,NULL
381221,LC,NULL
381272,LC,NULL
381540,LC,NULL
380975,LC,NULL
380856,LC,NULL
381194,LC,NULL
381418,LC,NULL
381602,LC,NULL
380835,LC,NULL
381528,LC,NULL
381511,LC,NULL
380808,LC,NULL
380817,LC,NULL
380870,LC,NULL
381222,LC,NULL
381601,LC,NULL
381623,NT,NULL
381285,LC,NULL
381556,LC,NULL
381645,LC,NULL
381400,LC,NULL
381097,LC,NULL
381175,LC,NULL
381573,LC,NULL
381436,LC,NULL
381507,LC,NULL
381639,LC,NULL
381731,LC,NULL
380810,LC,NULL
380937,LC,NULL
381204,LC,NULL
380920,LC,NULL
381399,LC,NULL
381283,LC,NULL
380918,LC,NULL
381579,LC,NULL
381520,LC,NULL
381402,LC,NULL
381708,LC,NULL
381627,LC,NULL
381450,LC,NULL
381449,LC,NULL
380836,LC,NULL
381548,LC,NULL
381125,LC,NULL
381777,LC,NULL
381646,LC,NULL
381146,LC,NULL
381716,LC,NULL
380931,LC,NULL
381446,LC,NULL
381112,LC,NULL
381612,LC,NULL
380970,LC,NULL
381524,LC,NULL
381013,NT,NULL
381419,LC,NULL
381505,LC,NULL
380980,LC,NULL
381443,LC,NULL
381269,LC,NULL
381539,LC,NULL
381229,LC,NULL
381533,LC,NULL
380974,LC,NULL
381218,LC,NULL
381093,LC,NULL
381538,LC,NULL
380958,LC,NULL
381767,LC,NULL
381195,LC,NULL
380848,LC,NULL
381008,LC,NULL
381096,LC,NULL
381584,LC,NULL
380907,LC,NULL
381433,LC,NULL
381437,LC,NULL
381453,LC,NULL
381435,LC,NULL
381678,LC,NULL
381761,LC,NULL
381649,LC,NULL
381575,LC,NULL
381692,LC,NULL
380904,LC,NULL
380846,LC,NULL
380883,LC,NULL
380954,LC,NULL
381558,LC,NULL
381404,LC,NULL
380929,LC,NULL
381613,LC,NULL
381717,LC,NULL
380989,LC,NULL
381104,LC,NULL
381407,LC,NULL
381547,LC,NULL
381023,LC,NULL
381644,LC,NULL
381303,LC,NULL
381108,LC,NULL
381220,LC,NULL
381148,LC,NULL
380930,LC,NULL
381604,LC,NULL
381103,LC,NULL
380961,LC,NULL
381208,LC,NULL
381595,LC,NULL
381153,LC,NULL
381130,LC,NULL
381546,LC,NULL
381455,LC,NULL
380934,LC,NULL
381655,LC,NULL
381928,LC,NULL
382543,VU,NULL
381870,LC,NULL
382175,LC,NULL
381922,LC,NULL
381825,LC,NULL
382310,LC,NULL
382167,LC,NULL
381953,LC,NULL
382448,LC,NULL
382414,LC,NULL
382500,NT,NULL
381991,LC,NULL
382631,LC,NULL
381921,LC,NULL
382007,LC,NULL
382308,LC,NULL
382659,LC,NULL
381926,LC,NULL
382588,VU,NULL
382628,LC,NULL
381940,LC,NULL
382099,LC,NULL
382662,LC,NULL
382602,LC,NULL
381968,LC,NULL
382415,LC,NULL
382081,LC,NULL
381799,LC,NULL
382173,LC,NULL
382171,LC,NULL
382407,LC,NULL
382431,LC,NULL
382502,VU,NULL
381907,LC,NULL
382039,LC,NULL
382201,LC,NULL
382509,LC,NULL
382501,NT,NULL
382457,LC,NULL
382669,LC,NULL
382598,LC,NULL
382162,LC,NULL
382551,LC,NULL
382316,VU,NULL
382176,LC,NULL
382079,LC,NULL
382262,LC,NULL
382297,LC,NULL
382711,LC,NULL
382037,LC,NULL
382699,LC,NULL
382202,LC,NULL
382109,LC,NULL
382452,LC,NULL
382430,LC,NULL
381923,LC,NULL
382525,LC,NULL
382645,LC,NULL
382520,LC,NULL
382012,LC,NULL
381980,LC,NULL
382444,LC,NULL
382314,LC,NULL
381976,LC,NULL
381966,LC,NULL
381914,LC,NULL
381993,LC,NULL
381878,LC,NULL
382660,LC,NULL
382666,LC,NULL
381962,LC,NULL
382619,LC,NULL
382230,LC,NULL
382798,LC,NULL
382532,VU,NULL
382423,LC,NULL
381974,LC,NULL
381915,LC,NULL
382002,LC,NULL
382449,LC,NULL
382516,LC,NULL
382334,LC,NULL
382542,LC,NULL
382158,LC,NULL
382331,LC,NULL
381883,LC,NULL
382212,LC,NULL
382199,LC,NULL
382200,LC,NULL
381935,LC,NULL
382166,LC,NULL
382163,LC,NULL
382122,LC,NULL
381945,LC,NULL
382011,LC,NULL
381994,LC,NULL
382656,LC,NULL
382438,NT,NULL
382697,LC,NULL
382709,LC,NULL
382285,LC,NULL
382447,LC,NULL
382535,NT,NULL
382215,LC,NULL
382027,LC,NULL
382024,LC,NULL
381874,LC,NULL
382683,LC,NULL
382507,LC,NULL
381818,LC,NULL
382517,LC,NULL
381972,LC,NULL
382036,LC,NULL
382601,LC,NULL
382436,LC,NULL
382080,LC,NULL
382359,LC,NULL
382028,LC,NULL
382560,LC,NULL
382571,LC,NULL
381918,LC,NULL
382450,LC,NULL
382204,LC,NULL
382298,LC,NULL
382083,LC,NULL
382035,LC,NULL
381961,LC,NULL
381975,LC,NULL
382164,LC,NULL
382432,LC,NULL
382293,LC,NULL
382638,LC,NULL
381959,LC,NULL
382082,LC,NULL
382043,LC,NULL
382067,LC,NULL
382686,LC,NULL
382494,LC,NULL
382137,LC,NULL
382569,LC,NULL
382703,LC,NULL
382044,LC,NULL
382513,LC,NULL
382077,LC,NULL
382073,LC,NULL
382143,LC,NULL
382530,NT,NULL
382117,LC,NULL
382130,LC,NULL
381982,LC,NULL
382134,LC,NULL
382068,LC,NULL
382015,LC,NULL
381814,LC,NULL
381829,LC,NULL
382070,LC,NULL
382121,LC,NULL
382087,LC,NULL
382126,LC,NULL
382546,NT,NULL
381805,LC,NULL
381927,LC,NULL
382510,LC,NULL
382132,LC,NULL
382309,LC,NULL
382026,LC,NULL
381938,LC,NULL
382441,LC,NULL
382612,LC,NULL
382567,LC,NULL
382508,LC,NULL
382611,LC,NULL
381960,LC,NULL
382492,LC,NULL
382607,LC,NULL
381942,LC,NULL
382635,LC,NULL
382613,LC,NULL
381970,LC,NULL
382198,LC,NULL
382484,LC,NULL
382622,LC,NULL
382463,LC,NULL
382657,LC,NULL
382016,LC,NULL
382455,LC,NULL
382106,LC,NULL
381992,LC,NULL
382029,LC,NULL
382693,LC,NULL
382123,LC,NULL
382056,LC,NULL
382440,LC,NULL
382032,LC,NULL
382197,LC,NULL
382048,LC,NULL
382691,NT,NULL
382072,LC,NULL
381969,LC,NULL
382788,CR,NULL
382521,LC,NULL
382670,LC,NULL
382119,LC,NULL
382329,LC,NULL
382303,LC,NULL
381979,LC,NULL
382493,LC,NULL
382295,LC,NULL
382086,LC,NULL
382100,LC,NULL
382172,LC,NULL
382559,LC,NULL
382094,LC,NULL
381782,LC,NULL
381817,LC,NULL
382643,LC,NULL
382091,LC,NULL
381861,LC,NULL
382084,LC,NULL
382283,LC,NULL
382031,LC,NULL
382211,LC,NULL
382069,LC,NULL
382672,LC,NULL
381939,LC,NULL
382319,LC,NULL
382682,LC,NULL
382280,LC,NULL
382453,LC,NULL
382140,LC,NULL
381868,LC,NULL
382418,LC,NULL
382497,LC,NULL
382582,LC,NULL
382573,LC,NULL
382290,LC,NULL
382800,LC,NULL
382294,LC,NULL
382696,LC,NULL
382770,LC,NULL
381931,LC,NULL
382192,VU,NULL
382306,LC,NULL
382668,LC,NULL
381965,LC,NULL
382108,LC,NULL
382188,LC,NULL
382066,LC,NULL
382019,LC,NULL
382311,LC,NULL
382442,LC,NULL
382089,LC,NULL
382042,LC,NULL
382045,LC,NULL
382642,LC,NULL
382287,LC,NULL
381998,LC,NULL
381952,LC,NULL
381831,LC,NULL
382006,LC,NULL
381913,LC,NULL
381978,LC,NULL
382085,LC,NULL
382451,NT,NULL
382700,LC,NULL
382720,LC,NULL
382446,LC,NULL
382587,LC,NULL
382187,LC,NULL
382301,LC,NULL
382518,LC,NULL
382102,LC,NULL
382313,LC,NULL
382687,LC,NULL
381963,LC,NULL
382038,LC,NULL
382673,LC,NULL
381957,LC,NULL
382286,LC,NULL
381947,LC,NULL
382589,NT,NULL
382142,LC,NULL
382205,LC,NULL
382460,LC,NULL
381990,LC,NULL
381925,LC,NULL
382591,LC,NULL
382116,LC,NULL
382251,LC,NULL
381866,LC,NULL
382157,LC,NULL
382671,LC,NULL
381956,LC,NULL
382125,LC,NULL
381798,LC,NULL
382791,LC,NULL
382495,NT,NULL
382023,LC,NULL
382305,LC,NULL
382549,LC,NULL
382526,EN,NULL
382118,LC,NULL
382005,LC,NULL
381908,LC,NULL
382419,LC,NULL
382552,LC,NULL
382590,LC,NULL
382599,LC,NULL
382799,LC,NULL
382411,LC,NULL
382321,LC,NULL
382223,LC,NULL
382664,LC,NULL
382289,LC,NULL
382291,LC,NULL
382439,LC,NULL
382041,LC,NULL
382075,LC,NULL
381807,LC,NULL
382616,LC,NULL
382778,LC,NULL
382000,LC,NULL
382427,LC,NULL
382519,LC,NULL
382514,LC,NULL
382275,LC,NULL
381987,LC,NULL
381981,LC,NULL
382183,LC,NULL
382676,LC,NULL
381988,LC,NULL
381881,LC,NULL
382597,LC,NULL
382021,LC,NULL
382010,LC,NULL
382533,LC,NULL
381826,LC,NULL
382159,LC,NULL
382618,LC,NULL
382524,VU,NULL
382088,LC,NULL
382170,LC,NULL
382009,LC,NULL
382615,LC,NULL
382797,LC,NULL
381871,LC,NULL
381973,LC,NULL
381885,LC,NULL
382093,LC,NULL
382190,LC,NULL
382206,LC,NULL
382184,LC,NULL
382304,LC,NULL
381985,LC,NULL
382296,LC,NULL
382458,LC,NULL
382579,LC,NULL
382620,LC,NULL
382090,LC,NULL
382779,LC,NULL
382322,LC,NULL
382614,LC,NULL
382695,LC,NULL
382678,LC,NULL
382461,LC,NULL
382637,LC,NULL
381948,LC,NULL
382689,VU,NULL
382781,LC,NULL
382139,LC,NULL
382040,LC,NULL
381943,LC,NULL
382554,LC,NULL
382580,LC,NULL
382003,LC,NULL
382410,LC,NULL
382307,LC,NULL
382593,LC,NULL
382096,LC,NULL
382025,LC,NULL
381999,LC,NULL
382095,LC,NULL
382018,LC,NULL
382577,LC,NULL
382114,LC,NULL
382592,LC,NULL
382300,LC,NULL
382065,LC,NULL
381853,LC,NULL
381909,LC,NULL
382434,VU,NULL
382034,LC,NULL
381905,LC,NULL
382581,LC,NULL
381919,LC,NULL
382312,LC,NULL
382596,LC,NULL
382503,VU,NULL
382777,LC,NULL
382131,LC,NULL
382583,LC,NULL
382074,LC,NULL
382022,LC,NULL
381852,LC,NULL
382127,LC,NULL
382555,LC,NULL
382462,LC,NULL
382076,LC,NULL
382317,LC,NULL
382603,LC,NULL
382104,LC,NULL
382692,LC,NULL
382147,LC,NULL
381839,LC,NULL
382456,LC,NULL
382545,LC,NULL
382413,LC,NULL
382054,LC,NULL
381949,NT,NULL
381958,LC,NULL
382702,LC,NULL
381933,LC,NULL
382182,LC,NULL
381986,LC,NULL
382152,LC,NULL
382641,EN,NULL
382489,LC,NULL
382443,LC,NULL
382179,LC,NULL
382110,LC,NULL
382636,VU,NULL
382210,LC,NULL
382437,LC,NULL
382563,LC,NULL
382528,LC,NULL
381937,LC,NULL
382562,LC,NULL
382281,LC,NULL
382097,LC,NULL
382677,LC,NULL
382111,LC,NULL
381984,LC,NULL
382165,LC,NULL
382133,LC,NULL
381924,LC,NULL
382665,LC,NULL
382445,LC,NULL
382796,LC,NULL
382059,LC,NULL
382284,LC,NULL
381983,LC,NULL
381835,LC,NULL
381995,LC,NULL
381930,LC,NULL
382135,LC,NULL
382138,LC,NULL
382572,LC,NULL
382600,LC,NULL
382557,LC,NULL
381932,LC,NULL
382617,LC,NULL
382279,LC,NULL
382408,VU,NULL
382302,LC,NULL
381896,LC,NULL
382128,LC,NULL
382292,LC,NULL
381917,LC,NULL
382336,LC,NULL
382282,LC,NULL
382568,LC,NULL
382416,LC,NULL
382537,LC,NULL
381854,LC,NULL
382640,LC,NULL
382299,LC,NULL
382558,LC,NULL
382049,LC,NULL
382698,LC,NULL
382193,LC,NULL
382161,LC,NULL
382488,LC,NULL
382136,LC,NULL
382506,LC,NULL
382540,LC,NULL
382153,LC,NULL
382333,LC,NULL
382063,LC,NULL
381920,LC,NULL
382155,LC,NULL
382511,LC,NULL
382459,LC,NULL
382487,LC,NULL
382428,LC,NULL
382092,LC,NULL
382315,LC,NULL
382177,LC,NULL
381806,LC,NULL
382609,LC,NULL
382425,LC,NULL
382548,LC,NULL
382156,LC,NULL
382004,LC,NULL
382327,LC,NULL
382553,NT,NULL
382323,LC,NULL
382534,LC,NULL
382033,LC,NULL
382675,LC,NULL
382203,LC,NULL
382694,LC,NULL
382541,NT,NULL
381971,LC,NULL
382107,LC,NULL
381964,LC,NULL
382326,LC,NULL
382435,LC,NULL
382610,LC,NULL
382030,LC,NULL
381997,LC,NULL
382078,LC,NULL
381903,LC,NULL
381954,LC,NULL
383439,LC,NULL
383028,LC,NULL
383641,LC,NULL
382998,LC,NULL
383519,LC,NULL
382815,LC,NULL
395365,LC,NULL
382831,LC,NULL
383117,NT,NULL
383074,NT,NULL
383376,LC,NULL
383494,LC,NULL
383504,LC,NULL
383047,LC,NULL
383512,LC,NULL
383031,LC,NULL
383372,LC,NULL
395383,LC,NULL
383034,LC,NULL
383192,NT,NULL
382880,LC,NULL
383194,VU,NULL
383577,LC,NULL
395366,LC,NULL
382882,LC,NULL
382855,LC,NULL
383543,LC,NULL
383352,LC,NULL
395306,LC,NULL
382878,LC,NULL
383468,LC,NULL
395337,LC,NULL
383571,LC,NULL
383100,LC,NULL
383291,LC,NULL
383001,LC,NULL
383584,LC,NULL
383505,LC,NULL
383022,LC,NULL
382990,LC,NULL
383569,LC,NULL
382954,LC,NULL
383092,VU,NULL
382947,LC,NULL
